idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
42025;2443;1;1/15/2011;Producto o tamaño incorrecto;Intercambio por variante
42555;5793;8;1/15/2011;Producto dañado o defectuoso;Crédito de la tienda
92726;2824;2;1/16/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
95630;6088;6;1/16/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
96945;10367;1;1/16/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
11027;12192;5;1/17/2011;Producto o tamaño incorrecto;Reembolso
72929;237;1;1/17/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
74954;1097;5;1/17/2011;Cambio de idea o insatisfacción personal;Reembolso
87072;9851;1;1/17/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
6308;8537;1;1/18/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
20051;3994;4;1/18/2011;Producto dañado o defectuoso;Reembolso
33371;12975;7;1/18/2011;Producto dañado o defectuoso;Reembolso
87417;4274;1;1/18/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
89944;5608;4;1/18/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
95506;14243;5;1/18/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
6272;4616;2;1/19/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
24439;10087;2;1/19/2011;Producto o tamaño incorrecto;Intercambio por variante
80233;11077;2;1/19/2011;Producto dañado o defectuoso;Intercambio por variante
31104;7239;1;1/20/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
34129;8992;1;1/20/2011;Cambio de idea o insatisfacción personal;Reembolso
95388;13231;7;1/20/2011;Producto dañado o defectuoso;Reembolso
99804;1699;1;1/20/2011;Producto o tamaño incorrecto;Reembolso
24574;2015;1;1/21/2011;Producto dañado o defectuoso;Intercambio por variante
45236;9768;5;1/22/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
47481;3053;5;1/22/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
69487;5486;12;1/22/2011;Producto o tamaño incorrecto;Crédito de la tienda
88135;9634;5;1/22/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
89137;5044;3;1/22/2011;Producto o tamaño incorrecto;Intercambio por variante
998;783;2;1/23/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
96293;3940;10;1/23/2011;Producto dañado o defectuoso;Intercambio por variante
24712;1626;5;1/24/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
37267;3042;1;1/24/2011;Producto dañado o defectuoso;Crédito de la tienda
41470;14081;7;1/24/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
72303;4213;5;1/24/2011;Cambio de idea o insatisfacción personal;Reembolso
28127;896;4;1/25/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
32361;12340;10;1/25/2011;Producto dañado o defectuoso;Reembolso
36046;8207;11;1/25/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
44608;3120;5;1/25/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
49851;5844;4;1/25/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
61611;8278;2;1/25/2011;Producto o tamaño incorrecto;Crédito de la tienda
95388;12905;4;1/25/2011;Cambio de idea o insatisfacción personal;Reembolso
35190;1060;5;1/26/2011;Producto dañado o defectuoso;Reembolso
44244;13099;9;1/26/2011;Producto o tamaño incorrecto;Reembolso
76637;14247;1;1/26/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
77332;13618;5;1/26/2011;Cambio de idea o insatisfacción personal;Reembolso
10698;180;4;1/28/2011;Producto o tamaño incorrecto;Reembolso
97043;6143;8;1/28/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
99865;5121;1;1/28/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
4768;6585;6;1/29/2011;Cambio de idea o insatisfacción personal;Reembolso
25990;879;2;1/29/2011;Producto o tamaño incorrecto;Crédito de la tienda
44500;8389;5;1/29/2011;Producto dañado o defectuoso;Intercambio por variante
61218;2768;4;1/29/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
70097;5998;1;1/29/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
80804;7878;2;1/29/2011;Cambio de idea o insatisfacción personal;Reembolso
87347;10540;1;1/29/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
961;5833;1;1/30/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
3543;13171;2;1/30/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
14796;8704;2;1/30/2011;Cambio de idea o insatisfacción personal;Reembolso
20235;13529;2;1/30/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
40979;201;2;1/30/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
42055;4753;3;1/30/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
961;11223;2;1/31/2011;Cambio de idea o insatisfacción personal;Reembolso
82755;5920;10;1/31/2011;Producto o tamaño incorrecto;Crédito de la tienda
8670;11300;7;2/1/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
59243;1953;7;2/1/2011;Producto dañado o defectuoso;Intercambio por variante
79087;13657;4;2/1/2011;Producto o tamaño incorrecto;Reembolso
88209;1287;1;2/2/2011;Producto o tamaño incorrecto;Reembolso
88928;3874;4;2/2/2011;Producto dañado o defectuoso;Intercambio por variante
91188;110;4;2/2/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
99708;1080;1;2/2/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
97043;1709;1;2/3/2011;Producto o tamaño incorrecto;Intercambio por variante
41470;10668;10;2/4/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
66270;7259;1;2/4/2011;Producto o tamaño incorrecto;Intercambio por variante
96096;7794;3;2/4/2011;Producto dañado o defectuoso;Intercambio por variante
99927;5346;5;2/4/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
5480;13318;1;2/5/2011;Producto o tamaño incorrecto;Crédito de la tienda
48759;7384;3;2/5/2011;Producto dañado o defectuoso;Reembolso
70915;8308;1;2/5/2011;Producto o tamaño incorrecto;Intercambio por variante
89787;12065;1;2/5/2011;Producto dañado o defectuoso;Crédito de la tienda
11920;10147;3;2/6/2011;Producto o tamaño incorrecto;Intercambio por variante
17381;3447;3;2/6/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
20012;1291;1;2/6/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
28127;9094;2;2/6/2011;Producto o tamaño incorrecto;Intercambio por variante
55081;228;2;2/6/2011;Producto o tamaño incorrecto;Reembolso
66973;10709;3;2/6/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
91557;9719;1;2/6/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
95190;5253;2;2/6/2011;Producto dañado o defectuoso;Reembolso
75618;1789;6;2/7/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
89334;13547;1;2/7/2011;Producto dañado o defectuoso;Intercambio por variante
92019;12915;1;2/7/2011;Cambio de idea o insatisfacción personal;Reembolso
98297;5831;9;2/7/2011;Producto dañado o defectuoso;Crédito de la tienda
706;11788;3;2/8/2011;Producto o tamaño incorrecto;Crédito de la tienda
33306;452;2;2/8/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
37940;10211;2;2/8/2011;Producto o tamaño incorrecto;Intercambio por variante
54181;6973;5;2/8/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
84515;5828;1;2/8/2011;Producto dañado o defectuoso;Intercambio por variante
15793;6593;7;2/9/2011;Producto dañado o defectuoso;Intercambio por variante
19375;6267;6;2/9/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
66919;13365;2;2/9/2011;Producto dañado o defectuoso;Crédito de la tienda
73927;6902;11;2/9/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
93367;3534;2;2/9/2011;Producto dañado o defectuoso;Crédito de la tienda
11310;10158;2;2/10/2011;Producto dañado o defectuoso;Intercambio por variante
11920;13504;2;2/10/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
22831;2587;2;2/10/2011;Producto dañado o defectuoso;Intercambio por variante
31559;5863;3;2/11/2011;Producto dañado o defectuoso;Reembolso
45009;9665;1;2/11/2011;Producto o tamaño incorrecto;Crédito de la tienda
34761;6700;5;2/12/2011;Producto o tamaño incorrecto;Intercambio por variante
8477;10154;4;2/13/2011;Producto dañado o defectuoso;Reembolso
76196;9403;7;2/13/2011;Producto dañado o defectuoso;Reembolso
91188;4600;10;2/13/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
97043;9158;8;2/13/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
98010;6408;2;2/14/2011;Producto dañado o defectuoso;Crédito de la tienda
7236;3280;1;2/15/2011;Producto o tamaño incorrecto;Intercambio por variante
43583;6293;3;2/15/2011;Cambio de idea o insatisfacción personal;Reembolso
62288;3815;12;2/15/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
73997;6453;6;2/15/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
74735;9668;1;2/15/2011;Producto dañado o defectuoso;Intercambio por variante
98197;164;9;2/15/2011;Producto dañado o defectuoso;Reembolso
2332;3782;8;2/17/2011;Producto o tamaño incorrecto;Intercambio por variante
6966;11209;2;2/17/2011;Producto o tamaño incorrecto;Reembolso
7097;14262;11;2/17/2011;Producto dañado o defectuoso;Crédito de la tienda
17602;3920;5;2/17/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
27966;1530;9;2/17/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
73927;14730;3;2/17/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
33208;5550;5;2/18/2011;Producto o tamaño incorrecto;Reembolso
43870;710;1;2/18/2011;Producto o tamaño incorrecto;Intercambio por variante
73997;9699;4;2/18/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
77827;2382;1;2/18/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
46083;10298;2;2/19/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
96160;2337;2;2/19/2011;Producto dañado o defectuoso;Reembolso
13293;9687;1;2/20/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
31005;1160;9;2/20/2011;Producto dañado o defectuoso;Reembolso
31005;561;7;2/21/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
47228;367;3;2/21/2011;Producto dañado o defectuoso;Intercambio por variante
98674;14686;5;2/21/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
24932;7411;6;2/22/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
33188;8475;1;2/22/2011;Producto o tamaño incorrecto;Intercambio por variante
93675;2291;3;2/22/2011;Producto o tamaño incorrecto;Reembolso
27035;5138;4;2/23/2011;Producto o tamaño incorrecto;Intercambio por variante
39076;7900;9;2/23/2011;Producto o tamaño incorrecto;Intercambio por variante
40754;756;2;2/23/2011;Cambio de idea o insatisfacción personal;Reembolso
40754;4742;7;2/23/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
46171;3768;2;2/23/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
47361;6084;7;2/23/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
81017;4031;5;2/23/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
4086;10384;4;2/24/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
25314;3969;7;2/25/2011;Producto dañado o defectuoso;Reembolso
85822;2506;2;2/25/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
88601;2275;2;2/25/2011;Cambio de idea o insatisfacción personal;Reembolso
21286;4767;5;2/26/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
30963;13823;2;2/26/2011;Producto dañado o defectuoso;Crédito de la tienda
42497;6478;7;2/26/2011;Producto dañado o defectuoso;Crédito de la tienda
47562;5097;5;2/26/2011;Producto dañado o defectuoso;Intercambio por variante
96331;10283;3;2/26/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
5480;5945;3;2/27/2011;Producto o tamaño incorrecto;Intercambio por variante
32448;12275;6;2/27/2011;Cambio de idea o insatisfacción personal;Reembolso
77961;11506;1;2/27/2011;Producto o tamaño incorrecto;Reembolso
2948;1701;1;2/28/2011;Producto dañado o defectuoso;Crédito de la tienda
46452;10762;11;2/28/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
68082;3158;2;2/28/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
42213;3497;1;3/1/2011;Producto dañado o defectuoso;Crédito de la tienda
70455;10369;9;3/1/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
89347;9676;4;3/1/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
98197;13055;2;3/1/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
59844;8346;4;3/2/2011;Producto dañado o defectuoso;Crédito de la tienda
31005;7896;2;3/3/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
67095;11729;2;3/3/2011;Producto dañado o defectuoso;Intercambio por variante
78293;6629;9;3/3/2011;Cambio de idea o insatisfacción personal;Reembolso
93242;2253;1;3/3/2011;Producto dañado o defectuoso;Crédito de la tienda
55725;11280;3;3/4/2011;Cambio de idea o insatisfacción personal;Reembolso
25314;3619;1;3/5/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
30308;4498;6;3/5/2011;Producto dañado o defectuoso;Reembolso
47451;13904;3;3/5/2011;Producto dañado o defectuoso;Crédito de la tienda
67205;5277;1;3/5/2011;Producto dañado o defectuoso;Crédito de la tienda
89347;14120;9;3/5/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
95076;5624;3;3/5/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
52513;13923;1;3/7/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
97430;40;3;3/7/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
41296;8011;1;3/8/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
47852;4890;4;3/8/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
95076;2228;3;3/8/2011;Producto dañado o defectuoso;Intercambio por variante
97929;446;1;3/8/2011;Producto o tamaño incorrecto;Reembolso
98674;14433;2;3/8/2011;Producto dañado o defectuoso;Intercambio por variante
8270;2899;1;3/10/2011;Producto dañado o defectuoso;Intercambio por variante
18805;4625;3;3/10/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
72525;14245;1;3/10/2011;Cambio de idea o insatisfacción personal;Reembolso
32203;8159;1;3/11/2011;Producto dañado o defectuoso;Reembolso
98772;8886;5;3/11/2011;Producto o tamaño incorrecto;Reembolso
56238;2822;1;3/12/2011;Cambio de idea o insatisfacción personal;Reembolso
60178;14283;3;3/12/2011;Producto o tamaño incorrecto;Reembolso
38271;2015;3;3/13/2011;Producto dañado o defectuoso;Crédito de la tienda
91807;9071;4;3/13/2011;Cambio de idea o insatisfacción personal;Reembolso
99552;7639;5;3/13/2011;Producto dañado o defectuoso;Crédito de la tienda
39905;3664;4;3/14/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
8270;12970;1;3/16/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
52797;8047;5;3/16/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
90983;13871;4;3/16/2011;Producto o tamaño incorrecto;Crédito de la tienda
84558;6226;1;3/17/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
95067;11981;4;3/17/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
20997;14630;5;3/18/2011;Producto o tamaño incorrecto;Intercambio por variante
48936;13784;9;3/18/2011;Producto dañado o defectuoso;Reembolso
56238;12486;1;3/18/2011;Producto dañado o defectuoso;Crédito de la tienda
82737;7158;5;3/18/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
6973;9795;4;3/19/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
84627;1405;1;3/19/2011;Producto dañado o defectuoso;Crédito de la tienda
53053;6947;3;3/20/2011;Producto o tamaño incorrecto;Crédito de la tienda
71952;10603;1;3/20/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
77730;3686;7;3/20/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
45312;2257;5;3/21/2011;Producto o tamaño incorrecto;Reembolso
51342;7132;3;3/21/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
76335;14232;10;3/21/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
5217;7531;4;3/22/2011;Producto o tamaño incorrecto;Intercambio por variante
15540;2140;7;3/22/2011;Producto dañado o defectuoso;Reembolso
71742;8274;1;3/22/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
38878;4541;3;3/23/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
45044;6519;3;3/23/2011;Producto dañado o defectuoso;Intercambio por variante
56326;4263;4;3/23/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
57619;2470;5;3/23/2011;Cambio de idea o insatisfacción personal;Reembolso
5886;8474;2;3/24/2011;Producto dañado o defectuoso;Reembolso
7675;13708;2;3/24/2011;Producto dañado o defectuoso;Crédito de la tienda
50387;12869;3;3/24/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
8691;4913;1;3/25/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
26971;6343;1;3/25/2011;Cambio de idea o insatisfacción personal;Reembolso
42785;14029;1;3/25/2011;Producto o tamaño incorrecto;Reembolso
68099;10259;12;3/25/2011;Producto dañado o defectuoso;Intercambio por variante
86882;2106;9;3/25/2011;Producto dañado o defectuoso;Intercambio por variante
94775;14752;1;3/25/2011;Producto o tamaño incorrecto;Crédito de la tienda
27204;13860;7;3/26/2011;Producto o tamaño incorrecto;Crédito de la tienda
30083;1228;6;3/26/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
41279;6643;5;3/26/2011;Producto o tamaño incorrecto;Crédito de la tienda
43737;8612;2;3/26/2011;Producto dañado o defectuoso;Intercambio por variante
73278;7293;1;3/26/2011;Producto dañado o defectuoso;Reembolso
15314;2896;2;3/27/2011;Producto dañado o defectuoso;Crédito de la tienda
54803;5118;7;3/27/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
89509;12963;1;3/27/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
2941;14213;10;3/28/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
6056;1487;2;3/28/2011;Producto dañado o defectuoso;Intercambio por variante
33842;2107;10;3/28/2011;Producto o tamaño incorrecto;Crédito de la tienda
47357;5328;2;3/28/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
79237;6607;11;3/28/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
95974;11209;8;3/28/2011;Producto o tamaño incorrecto;Intercambio por variante
11795;14491;1;3/29/2011;Producto dañado o defectuoso;Reembolso
15149;1802;1;3/29/2011;Producto o tamaño incorrecto;Crédito de la tienda
45924;8772;4;3/29/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
59203;4742;10;3/29/2011;Producto o tamaño incorrecto;Intercambio por variante
63606;1852;3;3/29/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
70455;10765;1;3/29/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
96266;4218;2;3/29/2011;Producto o tamaño incorrecto;Intercambio por variante
96953;13216;6;3/29/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
49993;14833;1;3/31/2011;Producto dañado o defectuoso;Crédito de la tienda
77212;953;5;3/31/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
88841;14509;3;3/31/2011;Producto dañado o defectuoso;Crédito de la tienda
97929;3818;1;3/31/2011;Producto dañado o defectuoso;Crédito de la tienda
1114;956;8;4/1/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
15959;7722;6;4/1/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
31310;2859;4;4/1/2011;Producto o tamaño incorrecto;Crédito de la tienda
49993;11401;2;4/1/2011;Producto o tamaño incorrecto;Crédito de la tienda
64934;11929;2;4/1/2011;Producto dañado o defectuoso;Reembolso
83569;5001;10;4/1/2011;Producto dañado o defectuoso;Intercambio por variante
97647;10513;2;4/1/2011;Cambio de idea o insatisfacción personal;Reembolso
4322;12645;2;4/2/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
35449;6360;4;4/2/2011;Producto o tamaño incorrecto;Crédito de la tienda
63567;13975;3;4/2/2011;Producto dañado o defectuoso;Crédito de la tienda
86291;14515;3;4/2/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
94706;8496;1;4/2/2011;Cambio de idea o insatisfacción personal;Reembolso
97633;8196;1;4/2/2011;Producto dañado o defectuoso;Crédito de la tienda
1243;9340;4;4/3/2011;Producto o tamaño incorrecto;Intercambio por variante
23409;3280;1;4/3/2011;Producto dañado o defectuoso;Reembolso
59289;6848;3;4/4/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
62489;14196;1;4/4/2011;Producto dañado o defectuoso;Reembolso
73460;12627;4;4/4/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
8908;9650;2;4/5/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
17801;14406;2;4/5/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
30315;7131;3;4/5/2011;Producto o tamaño incorrecto;Reembolso
37399;4831;3;4/5/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
15233;8451;1;4/6/2011;Producto dañado o defectuoso;Crédito de la tienda
34178;10845;3;4/6/2011;Producto dañado o defectuoso;Crédito de la tienda
47411;7411;1;4/6/2011;Cambio de idea o insatisfacción personal;Reembolso
74941;6524;3;4/6/2011;Producto o tamaño incorrecto;Crédito de la tienda
89075;5722;5;4/6/2011;Producto o tamaño incorrecto;Intercambio por variante
55000;11934;1;4/7/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
62688;11178;9;4/7/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
73210;9784;5;4/7/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
96367;35;2;4/7/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
97869;14653;1;4/7/2011;Producto o tamaño incorrecto;Reembolso
5506;1077;1;4/8/2011;Producto dañado o defectuoso;Intercambio por variante
11975;13942;5;4/8/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
21620;6804;3;4/8/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
48895;1762;3;4/8/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
60719;4148;6;4/8/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
60754;9589;1;4/8/2011;Cambio de idea o insatisfacción personal;Reembolso
71107;10854;1;4/8/2011;Producto dañado o defectuoso;Crédito de la tienda
95347;13235;1;4/8/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
6628;8317;1;4/9/2011;Cambio de idea o insatisfacción personal;Reembolso
10077;9173;1;4/9/2011;Producto dañado o defectuoso;Intercambio por variante
19861;5183;5;4/9/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
31999;1544;1;4/9/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
68589;14517;4;4/9/2011;Producto dañado o defectuoso;Crédito de la tienda
90918;7956;3;4/9/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
97647;9344;2;4/9/2011;Producto dañado o defectuoso;Crédito de la tienda
13037;9097;1;4/10/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
30076;11914;12;4/10/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
35557;13556;1;4/10/2011;Producto o tamaño incorrecto;Reembolso
24711;209;9;4/11/2011;Producto o tamaño incorrecto;Crédito de la tienda
43686;579;2;4/11/2011;Producto o tamaño incorrecto;Intercambio por variante
77054;3401;8;4/11/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
95760;11219;1;4/11/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
97647;14250;11;4/11/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
21597;13330;1;4/12/2011;Producto dañado o defectuoso;Intercambio por variante
30822;8498;1;4/12/2011;Producto o tamaño incorrecto;Reembolso
33889;14642;7;4/12/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
37309;8181;3;4/12/2011;Producto dañado o defectuoso;Crédito de la tienda
94256;14510;1;4/12/2011;Producto o tamaño incorrecto;Crédito de la tienda
94775;695;4;4/12/2011;Producto dañado o defectuoso;Intercambio por variante
97611;1976;2;4/12/2011;Producto o tamaño incorrecto;Intercambio por variante
57939;3470;5;4/13/2011;Producto dañado o defectuoso;Crédito de la tienda
70624;5500;3;4/13/2011;Producto o tamaño incorrecto;Intercambio por variante
73272;9737;2;4/14/2011;Producto dañado o defectuoso;Crédito de la tienda
91711;10723;2;4/14/2011;Producto o tamaño incorrecto;Crédito de la tienda
100028;1818;8;4/14/2011;Producto dañado o defectuoso;Intercambio por variante
30441;7051;1;4/15/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
52545;6457;1;4/15/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
79068;3166;3;4/15/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
91962;5154;9;4/15/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
12216;3451;1;4/16/2011;Producto dañado o defectuoso;Reembolso
27294;11534;4;4/16/2011;Cambio de idea o insatisfacción personal;Reembolso
62992;8092;4;4/16/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
92257;6365;1;4/16/2011;Cambio de idea o insatisfacción personal;Reembolso
93326;11669;1;4/16/2011;Producto dañado o defectuoso;Reembolso
45263;4953;1;4/17/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
18480;537;1;4/18/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
62083;14593;1;4/18/2011;Producto o tamaño incorrecto;Reembolso
73517;9498;8;4/18/2011;Cambio de idea o insatisfacción personal;Reembolso
76452;11934;4;4/18/2011;Producto o tamaño incorrecto;Intercambio por variante
87640;3293;9;4/18/2011;Producto o tamaño incorrecto;Reembolso
10833;8005;1;4/19/2011;Cambio de idea o insatisfacción personal;Crédito de la tienda
55624;5619;1;4/19/2011;Producto dañado o defectuoso;Crédito de la tienda
73522;14523;4;4/19/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
86608;1788;1;4/19/2011;Producto dañado o defectuoso;Crédito de la tienda
92516;13068;2;4/19/2011;Producto dañado o defectuoso;Reembolso
40085;1875;2;4/20/2011;Producto o tamaño incorrecto;Reembolso
69446;5238;5;4/20/2011;Producto dañado o defectuoso;Crédito de la tienda
98109;13483;1;4/20/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
7197;14697;1;4/21/2011;Producto o tamaño incorrecto;Crédito de la tienda
23431;30;3;4/21/2011;Producto dañado o defectuoso;Reembolso
61047;7587;4;4/21/2011;Producto o tamaño incorrecto;Reembolso
77976;7048;1;4/21/2011;Producto dañado o defectuoso;Reembolso
92661;4090;1;4/21/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
6606;1466;7;4/22/2011;Producto dañado o defectuoso;Reembolso
22311;1073;9;4/22/2011;Producto dañado o defectuoso;Intercambio por variante
29875;10190;6;4/22/2011;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
56863;5183;4;4/22/2011;Cambio de idea o insatisfacción personal;Intercambio por variante
94226;9636;7;4/22/2011;Producto o tamaño incorrecto;Intercambio por nuevos productos
100093;8578;2;4/22/2011;Producto dañado o defectuoso;Intercambio por nuevos productos
37989;1482;5;4/23/2011;Producto dañado o defectuoso;Reembolso
93326;11800;3;4/23/2011;Producto o tamaño incorrecto;Crédito de la tienda
